puzzle_type,puzzle_idx,num_clues,num_actual_errors,actual_error_positions,num_suspects_detected,suspect_positions,detection_probes,detection_time,suspects_include_all_actual,num_actual_in_suspects,correction_type,correction_attempts,total_solve_calls,positions_corrected,final_success,final_matches_ground_truth,total_time
hexasudoku_16x16_digits,22,120,2,"[(10, 14), (15, 3)]",4,"[(15, 3), (12, 3), (8, 13), (10, 14)]",3,0.31682825088500977,True,2,uncorrectable,15,18,[],False,False,1.0008409023284912
hexasudoku_16x16_digits,23,120,0,[],0,[],1,4.680652618408203,True,0,none,0,2,[],True,True,5.013690948486328
hexasudoku_16x16_digits,24,120,1,"[(3, 8)]",120,"[(3, 8), (1, 2), (3, 5), (4, 1), (14, 4), (12, 9), (14, 10), (3, 4), (12, 3), (13, 0)]",51,196.88274931907654,True,1,single,1,52,"[(3, 8)]",True,True,197.24392104148865
hexasudoku_16x16_digits,25,120,1,"[(3, 14)]",120,"[(3, 14), (4, 14), (7, 10), (7, 8), (7, 9), (5, 11), (5, 15), (5, 5), (5, 13), (5, 12)]",28,57.759302854537964,True,1,uncorrectable,920,948,[],False,False,115.50223898887634
hexasudoku_16x16_digits,26,120,1,"[(10, 12)]",3,"[(10, 12), (10, 0), (9, 15)]",3,15.443085193634033,True,1,uncorrectable,7,10,[],False,False,15.874646663665771
hexasudoku_16x16_digits,27,120,1,"[(1, 10)]",120,"[(1, 10), (9, 6), (13, 1), (10, 10), (6, 0), (12, 5), (10, 4), (1, 0), (7, 11), (4, 7)]",51,427.1258020401001,True,1,single,1,52,"[(1, 10)]",True,True,427.5538749694824
hexasudoku_16x16_digits,28,120,1,"[(10, 6)]",120,"[(10, 6), (2, 10), (0, 9), (2, 6), (1, 5), (14, 4), (3, 4), (10, 10), (15, 12), (4, 9)]",3,13.1198251247406,True,1,single,1,4,"[(10, 6)]",True,True,13.645415306091309
hexasudoku_16x16_digits,29,120,0,[],0,[],1,6.856146335601807,True,0,none,0,2,[],True,True,8.099215745925903
hexasudoku_16x16_digits,30,120,1,"[(9, 13)]",3,"[(9, 13), (11, 13), (9, 8)]",3,5.6347057819366455,True,1,uncorrectable,7,10,[],False,False,5.933762788772583
hexasudoku_16x16_digits,31,120,1,"[(5, 9)]",118,"[(5, 9), (1, 13), (8, 3), (15, 2), (6, 3), (7, 15), (3, 12), (11, 1), (12, 15), (3, 13)]",3,10.384373903274536,True,1,single,1,4,"[(5, 9)]",True,True,10.864261865615845
hexasudoku_16x16_digits,32,120,2,"[(3, 4), (8, 11)]",18,"[(3, 0), (3, 13), (2, 12), (3, 9), (1, 13), (3, 12), (3, 7), (3, 14), (3, 5), (12, 15)]",3,0.359119176864624,True,2,uncorrectable,918,921,[],False,False,39.84973073005676
hexasudoku_16x16_digits,33,120,2,"[(6, 12), (12, 11)]",5,"[(6, 12), (15, 12), (6, 14), (12, 10), (12, 11)]",3,0.30823779106140137,True,2,two,9,12,"[(6, 12), (12, 11)]",True,True,1.4009299278259277
hexasudoku_16x16_digits,34,120,0,[],0,[],1,4.829038143157959,True,0,none,0,2,[],True,True,5.064236164093018
hexasudoku_16x16_digits,35,120,0,[],0,[],1,4.648855209350586,True,0,none,0,2,[],True,True,4.958214044570923
hexasudoku_16x16_digits,36,119,1,"[(11, 12)]",0,[],1,9.085408926010132,False,0,none,0,2,[],True,True,10.326870203018188
hexasudoku_16x16_digits,37,120,1,"[(6, 7)]",0,[],1,6.616131067276001,False,0,none,0,2,[],False,False,7.432152986526489
hexasudoku_16x16_digits,38,120,4,"[(3, 2), (7, 14), (13, 9), (14, 10)]",5,"[(14, 10), (14, 5), (3, 10), (0, 9), (13, 9)]",3,0.3185098171234131,False,2,uncorrectable,30,33,[],False,False,1.594069004058838
hexasudoku_16x16_digits,39,120,2,"[(10, 6), (11, 15)]",5,"[(10, 6), (8, 7), (7, 6), (5, 15), (11, 15)]",3,0.32589006423950195,True,2,uncorrectable,30,33,[],False,False,1.6168270111083984
hexasudoku_16x16_digits,40,120,1,"[(6, 12)]",2,"[(4, 12), (6, 12)]",3,12.340091943740845,True,1,single,2,5,"[(6, 12)]",True,True,13.338201999664307
hexasudoku_16x16_digits,41,120,1,"[(15, 9)]",120,"[(15, 9), (1, 6), (12, 11), (7, 14), (9, 10), (7, 7), (1, 0), (8, 5), (9, 1), (13, 0)]",3,13.132262945175171,True,1,single,1,4,"[(15, 9)]",True,True,13.743062973022461
