size,puzzle_index,filename,size_detected,size_correct,solved,solve_time_ms,error_type,error_message
4,73,./board_images/board4_73.png,4,True,True,289.78896141052246,none,
4,74,./board_images/board4_74.png,4,True,True,276.7941951751709,none,
4,75,./board_images/board4_75.png,4,True,True,284.6260070800781,none,
4,76,./board_images/board4_76.png,4,True,True,314.4199848175049,none,
4,77,./board_images/board4_77.png,4,True,True,304.6882152557373,none,
4,78,./board_images/board4_78.png,4,True,True,310.29605865478516,none,
4,79,./board_images/board4_79.png,4,True,True,344.27714347839355,none,
4,80,./board_images/board4_80.png,4,True,True,286.3020896911621,none,
4,81,./board_images/board4_81.png,4,True,True,292.4690246582031,none,
4,82,./board_images/board4_82.png,4,True,True,279.81066703796387,none,
4,83,./board_images/board4_83.png,4,True,True,288.8350486755371,none,
4,84,./board_images/board4_84.png,4,True,True,293.70689392089844,none,
4,85,./board_images/board4_85.png,4,True,True,331.0580253601074,none,
4,86,./board_images/board4_86.png,4,True,True,336.7118835449219,none,
4,87,./board_images/board4_87.png,4,True,True,295.6397533416748,none,
4,88,./board_images/board4_88.png,4,True,True,282.1340560913086,none,
4,89,./board_images/board4_89.png,4,True,True,357.9411506652832,none,
4,90,./board_images/board4_90.png,4,True,True,289.6120548248291,none,
4,91,./board_images/board4_91.png,4,True,True,329.72097396850586,none,
4,92,./board_images/board4_92.png,4,True,True,268.068790435791,none,
4,93,./board_images/board4_93.png,4,True,True,366.6980266571045,none,
4,94,./board_images/board4_94.png,4,True,True,307.18994140625,none,
4,95,./board_images/board4_95.png,4,True,True,295.3181266784668,none,
