size,puzzle_index,solved,solve_time_ms
4,45,True,167.24109649658203
4,46,True,166.90587997436523
4,47,True,162.45079040527344
4,48,True,167.82093048095703
4,49,True,166.65005683898926
4,50,True,163.55204582214355
4,51,True,164.0639305114746
4,52,True,167.10710525512695
4,53,True,165.23981094360352
4,54,True,168.0431365966797
4,55,True,170.55416107177734
4,56,True,166.28217697143555
4,57,True,166.4130687713623
4,58,True,174.1659641265869
4,59,True,182.5239658355713
4,60,True,169.80409622192383
4,61,True,171.24295234680176
4,62,True,168.4858798980713
4,63,True,163.55299949645996
4,64,True,163.87104988098145
4,65,True,172.51205444335938
4,66,True,184.13329124450684
4,67,True,167.33884811401367
4,68,True,172.90997505187988
4,69,True,163.0408763885498
4,70,True,170.35436630249023
4,71,True,162.26673126220703
4,72,True,167.24205017089844
4,73,True,164.94989395141602
4,74,True,166.63694381713867
4,75,True,163.6059284210205
4,76,True,166.04375839233398
4,77,True,167.5410270690918
4,78,True,166.0020351409912
4,79,True,164.16692733764648
4,80,True,167.1769618988037
4,81,True,167.4809455871582
4,82,True,165.8010482788086
4,83,True,167.8459644317627
4,84,True,166.81599617004395
4,85,True,170.11594772338867
4,86,True,168.32995414733887
4,87,True,169.91209983825684
4,88,True,166.46885871887207
4,89,True,169.45505142211914
4,90,True,168.40505599975586
4,91,True,167.15478897094727
4,92,True,164.43896293640137
4,93,True,161.7879867553711
4,94,True,173.51508140563965
4,95,True,167.4642562866211
4,96,True,165.05885124206543
4,97,True,169.31629180908203
4,98,True,165.11297225952148
4,99,True,166.28098487854004
5,0,True,194.87595558166504
5,1,True,197.55792617797852
5,2,True,192.81983375549316
5,3,True,205.10315895080566
5,4,True,197.94416427612305
5,5,True,196.82598114013672
5,6,True,200.14595985412598
5,7,True,204.10704612731934
5,8,True,192.03710556030273
5,9,True,199.15390014648438
5,10,True,200.1800537109375
5,11,True,201.43389701843262
5,12,True,198.94766807556152
5,13,True,197.63612747192383
5,14,True,198.34399223327637
5,15,True,199.77188110351562
5,16,True,212.022066116333
5,17,True,202.9860019683838
5,18,True,218.2621955871582
5,19,True,200.05202293395996
5,20,True,195.4057216644287
5,21,True,202.7871608734131
5,22,True,204.76508140563965
5,23,True,204.81109619140625
5,24,True,205.8708667755127
5,25,True,214.7068977355957
5,26,True,221.72212600708008
5,27,True,240.20099639892578
5,28,True,210.4029655456543
5,29,True,213.4096622467041
5,30,True,202.50391960144043
5,31,True,202.5289535522461
5,32,True,198.81677627563477
5,33,True,196.83194160461426
5,34,True,200.5460262298584
5,35,True,193.96018981933594
5,36,True,252.81476974487305
5,37,True,195.56498527526855
5,38,True,197.30520248413086
5,39,True,200.34313201904297
5,40,True,198.6091136932373
5,41,True,193.56989860534668
5,42,True,200.9589672088623
5,43,True,198.35996627807617
5,44,True,202.78072357177734
5,45,True,200.4847526550293
5,46,True,201.03907585144043
5,47,True,206.57801628112793
5,48,True,195.6808567047119
5,49,True,195.6770420074463
5,50,True,193.04895401000977
5,51,True,201.79295539855957
5,52,True,194.75603103637695
5,53,True,192.25072860717773
5,54,True,205.24287223815918
5,55,True,198.93383979797363
5,56,True,195.0368881225586
5,57,True,200.25992393493652
5,58,True,198.67897033691406
5,59,True,223.12116622924805
5,60,True,259.9759101867676
5,61,True,239.26591873168945
5,62,True,204.24222946166992
5,63,True,200.35815238952637
5,64,True,197.9200839996338
5,65,True,205.43289184570312
5,66,True,198.9150047302246
5,67,True,194.9467658996582
5,68,True,200.96802711486816
5,69,True,202.22210884094238
5,70,True,218.24097633361816
5,71,True,231.5828800201416
5,72,True,207.7929973602295
5,73,True,204.90622520446777
5,74,True,199.5072364807129
5,75,True,210.25395393371582
5,76,True,202.9588222503662
5,77,True,206.55393600463867
5,78,True,194.92197036743164
5,79,True,194.3967342376709
5,80,True,214.21527862548828
5,81,True,214.51687812805176
5,82,True,199.5251178741455
5,83,True,192.86704063415527
5,84,True,199.14484024047852
5,85,True,195.33705711364746
5,86,True,198.96912574768066
5,87,True,199.19204711914062
5,88,True,213.78803253173828
5,89,True,200.81210136413574
5,90,True,199.25308227539062
5,91,True,198.72713088989258
5,92,True,241.65010452270508
5,93,True,194.08774375915527
5,94,True,201.30109786987305
5,95,True,199.19991493225098
5,96,True,218.33133697509766
5,97,True,213.08422088623047
5,98,True,200.96588134765625
5,99,True,202.50391960144043
6,0,True,273.53811264038086
6,1,True,265.52724838256836
6,2,True,238.65008354187012
6,3,True,297.8389263153076
6,4,True,265.9280300140381
6,5,True,387.97998428344727
6,6,True,236.48905754089355
6,7,True,316.5731430053711
6,8,True,266.7078971862793
6,9,True,255.17892837524414
6,10,True,277.4770259857178
6,11,True,237.78319358825684
6,12,True,244.26913261413574
6,13,True,291.1691665649414
6,14,True,246.77562713623047
6,15,True,356.42504692077637
6,16,True,280.29489517211914
6,17,True,271.09503746032715
6,18,True,399.0299701690674
6,19,True,261.1119747161865
6,20,True,317.7669048309326
6,21,True,264.8661136627197
6,22,True,294.9259281158447
6,23,True,248.56805801391602
6,24,True,259.1726779937744
6,25,True,247.87402153015137
6,26,True,272.0518112182617
6,27,True,383.544921875
6,28,True,307.675838470459
6,29,True,315.7370090484619
6,30,True,237.58411407470703
6,31,True,252.2571086883545
6,32,True,232.9270839691162
6,33,True,248.5349178314209
6,34,True,265.79976081848145
6,35,True,282.65881538391113
6,36,True,253.44610214233398
6,37,True,233.35695266723633
6,38,True,375.8127689361572
6,39,True,239.56704139709473
6,40,True,270.10202407836914
6,41,True,252.7170181274414
6,42,True,233.8261604309082
6,43,True,235.382080078125
6,44,True,293.3008670806885
6,45,True,387.4249458312988
6,46,True,278.339147567749
6,47,True,252.83002853393555
6,48,True,298.5517978668213
6,49,True,300.9481430053711
6,50,True,335.15405654907227
6,51,True,288.5732650756836
6,52,True,251.08718872070312
6,53,True,300.3520965576172
6,54,True,317.3339366912842
6,55,True,264.9521827697754
6,56,True,267.333984375
6,57,True,335.9239101409912
6,58,True,274.6119499206543
6,59,True,248.75426292419434
6,60,True,240.83471298217773
6,61,True,237.46085166931152
6,62,True,273.96106719970703
6,63,True,312.49403953552246
6,64,True,273.0543613433838
6,65,True,269.32501792907715
6,66,True,358.0820560455322
6,67,True,418.34187507629395
6,68,True,244.35806274414062
6,69,True,291.51415824890137
6,70,True,342.96703338623047
6,71,True,240.88382720947266
6,72,True,239.87889289855957
6,73,True,251.64175033569336
6,74,True,238.98911476135254
6,75,True,354.7048568725586
6,76,True,292.93060302734375
6,77,True,238.2199764251709
6,78,True,235.0001335144043
6,79,True,309.5831871032715
6,80,True,242.33698844909668
6,81,True,442.08216667175293
6,82,True,269.5310115814209
6,83,True,580.467939376831
6,84,True,262.9082202911377
6,85,True,234.99488830566406
6,86,True,301.8009662628174
6,87,True,547.3451614379883
6,88,True,357.03325271606445
6,89,True,260.35499572753906
6,90,True,233.7777614593506
6,91,True,235.9139919281006
6,92,True,709.6099853515625
6,93,True,300.2612590789795
6,94,True,278.3796787261963
6,95,True,304.9299716949463
6,96,True,296.1609363555908
6,97,True,473.42395782470703
6,98,True,230.61513900756836
6,99,True,259.9809169769287
7,0,True,332.0169448852539
7,1,True,339.9040699005127
7,2,True,302.7997016906738
7,3,True,304.4099807739258
7,4,True,476.5470027923584
7,5,True,419.8799133300781
7,6,True,331.90083503723145
7,7,True,392.99774169921875
7,8,True,746.9301223754883
7,9,True,408.82396697998047
7,10,True,573.7481117248535
7,11,True,834.8438739776611
7,12,True,879.5449733734131
7,13,False,253.21316719055176
7,14,False,245.3298568725586
7,15,True,330.25097846984863
7,16,True,323.2710361480713
7,17,True,312.3781681060791
7,18,True,503.75986099243164
7,19,True,392.0109272003174
7,20,True,301.17297172546387
7,21,True,319.0648555755615
7,22,True,485.14294624328613
7,23,True,281.70323371887207
7,24,True,571.246862411499
7,25,True,284.9609851837158
7,26,True,564.0149116516113
7,27,True,2171.459913253784
7,28,True,317.065954208374
7,29,True,348.47426414489746
7,30,True,422.2900867462158
7,31,False,231.9321632385254
7,32,True,499.5589256286621
7,33,True,464.0049934387207
7,34,True,466.1858081817627
7,35,True,319.3519115447998
7,36,True,449.85508918762207
7,37,True,374.1607666015625
7,38,True,361.57894134521484
7,39,True,562.3648166656494
7,40,True,320.8880424499512
7,41,True,390.77115058898926
7,42,True,338.4518623352051
7,43,True,617.9409027099609
7,44,True,329.9126625061035
7,45,True,434.3290328979492
7,46,True,514.4941806793213
7,47,True,433.69340896606445
7,48,True,472.2461700439453
7,49,True,436.9330406188965
7,50,True,404.24513816833496
7,51,True,403.02419662475586
7,52,True,454.12588119506836
7,53,True,673.983097076416
7,54,True,848.4899997711182
7,55,True,317.54612922668457
7,56,True,778.8820266723633
7,57,True,915.0307178497314
7,58,True,294.9550151824951
7,59,True,449.739933013916
7,60,True,394.1011428833008
7,61,True,378.5097599029541
7,62,True,382.3809623718262
7,63,True,297.18589782714844
7,64,True,331.2821388244629
7,65,True,368.6220645904541
7,66,True,320.5678462982178
7,67,True,870.0928688049316
7,68,True,351.56869888305664
7,69,False,238.26313018798828
7,70,True,3367.262125015259
7,71,True,783.0438613891602
7,72,True,336.82894706726074
7,73,True,404.569149017334
7,74,True,324.20802116394043
7,75,True,450.75011253356934
7,76,True,500.0150203704834
7,77,True,529.1347503662109
7,78,True,450.0758647918701
7,79,True,364.8042678833008
7,80,True,482.1650981903076
7,81,True,703.5739421844482
7,82,True,864.9077415466309
7,83,True,457.2300910949707
7,84,True,291.06783866882324
7,85,False,237.78486251831055
7,86,True,314.525842666626
7,87,True,426.02014541625977
7,88,True,390.14291763305664
7,89,True,346.6451168060303
7,90,True,381.486177444458
7,91,True,467.8919315338135
7,92,True,364.3791675567627
7,93,True,296.80895805358887
7,94,True,595.6809520721436
7,95,True,329.9257755279541
7,96,True,3153.2299518585205
7,97,True,452.8839588165283
7,98,True,397.1750736236572
7,99,True,370.9437847137451
