puzzle_idx,extraction_accuracy,is_valid_solution,matches_clues,is_correct,exact_match_expected,cells_match_expected,total_cells,extract_time,solve_time
89,0.984375,False,False,False,False,0,256,0.06641793251037598,0.041046857833862305
90,0.9921875,False,False,False,False,0,256,0.06658196449279785,0.041172027587890625
91,0.99609375,False,False,False,False,0,256,0.06418514251708984,0.0428767204284668
92,0.9921875,False,False,False,False,0,256,0.06594681739807129,0.04080605506896973
93,0.99609375,False,False,False,False,0,256,0.06759762763977051,0.04275703430175781
94,0.98046875,False,False,False,False,0,256,0.06825995445251465,0.041374921798706055
95,1.0,True,True,True,True,256,256,0.06393074989318848,0.6739668846130371
96,0.99609375,False,False,False,False,0,256,0.06602287292480469,0.042842864990234375
97,0.984375,False,False,False,False,0,256,0.06459593772888184,0.040345191955566406
98,0.98828125,False,False,False,False,0,256,0.0663309097290039,0.04128599166870117
99,0.9765625,False,False,False,False,0,256,0.0674891471862793,0.04079389572143555
