puzzle_idx,extraction_accuracy,is_valid_solution,matches_clues,is_correct,cells_match_expected,total_cells,extract_time,solve_time
80,1.0,True,True,True,239,256,0.08723998069763184,0.5531299114227295
81,1.0,True,True,True,210,256,0.05654001235961914,1.4925482273101807
82,1.0,True,True,True,229,256,0.06154322624206543,0.34771203994750977
83,1.0,True,True,True,220,256,0.05672597885131836,3.630664825439453
84,1.0,True,True,True,212,256,0.05958199501037598,1.2551376819610596
85,1.0,True,True,True,214,256,0.06015419960021973,1.4138929843902588
86,1.0,True,True,True,234,256,0.05943012237548828,0.6783390045166016
87,1.0,True,True,True,225,256,0.058936119079589844,0.4750659465789795
88,1.0,True,True,True,204,256,0.05733084678649902,1.0187008380889893
89,1.0,True,True,True,242,256,0.12021899223327637,0.9647579193115234
90,1.0,True,True,True,223,256,0.0622711181640625,1.364414930343628
91,1.0,True,True,True,226,256,0.09379792213439941,1.209609031677246
92,1.0,True,True,True,249,256,0.06676197052001953,0.629802942276001
93,1.0,True,True,True,223,256,0.0595240592956543,0.997157096862793
94,1.0,True,True,True,211,256,0.05938267707824707,1.10892915725708
95,1.0,True,True,True,241,256,0.059903860092163086,0.6123538017272949
96,1.0,True,True,True,220,256,0.05882692337036133,2.7422847747802734
97,1.0,True,True,True,238,256,0.05972599983215332,0.8932931423187256
98,1.0,True,True,True,232,256,0.0606539249420166,1.5728821754455566
99,1.0,True,True,True,230,256,0.05878901481628418,0.5453557968139648
